nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
BUKIT RINDU,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,5,15,https://www.google.com/maps/place/BUKIT+RINDU/data=!4m7!3m6!1s0x2e69b773b7543aa3:0xb7963a6aa45408ee!8m2!3d-6.6857835!4d106.9718236!16s%2Fg%2F11ydwfgtpv!19sChIJozpUt3O3aS4R7ghUpGo6lrc?authuser=0&hl=id&rclk=1,-6.6857835,106.9718236
Kebun Teh Puncak Panoongan,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,63,https://www.google.com/maps/place/Kebun+Teh+Puncak+Panoongan/data=!4m7!3m6!1s0x2e69b7c898b4863d:0x4c62f8d533fda671!8m2!3d-6.6943781!4d106.9931865!16s%2Fg%2F11swp8v7yt!19sChIJPYa0mMi3aS4Rcab9M9X4Ykw?authuser=0&hl=id&rclk=1,-6.6943781,106.9931865
Glamping Puncak view,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.7,163,https://www.google.com/maps/place/Glamping+Puncak+view/data=!4m7!3m6!1s0x2e69b7003b263b57:0xb9b6027827111461!8m2!3d-6.6859557!4d106.9749391!16s%2Fg%2F11yc4p0t46!19sChIJVzsmOwC3aS4RYRQRJ3gCtrk?authuser=0&hl=id&rclk=1,-6.6859557,106.9749391
Info taman wisata matahari,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Info+taman+wisata+matahari/data=!4m7!3m6!1s0x2e69c9974940f7bf:0x4656690140292140!8m2!3d-6.652444!4d106.9098963!16s%2Fg%2F11q485x1s5!19sChIJv_dASZfJaS4RQCEpQAFpVkY?authuser=0&hl=id&rclk=1,-6.652444,106.9098963
Wisata Curug Naga,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,946,https://www.google.com/maps/place/Wisata+Curug+Naga/data=!4m7!3m6!1s0x2e69b7bc0f4b11e1:0x16e2c46b5e17c70a!8m2!3d-6.6493339!4d106.9428209!16s%2Fg%2F11cjh_xn1k!19sChIJ4RFLD7y3aS4RCscXXmvE4hY?authuser=0&hl=id&rclk=1,-6.6493339,106.9428209
Lulu Trick Eye Museum,Budaya,Wisata Budaya & Edukasi,Cisarua,Kabupaten Bogor,4.3,148,https://www.google.com/maps/place/Lulu+Trick+Eye+Museum/data=!4m7!3m6!1s0x2e69c826f7c95cc9:0xed47f41b1fde99b8!8m2!3d-6.6525968!4d106.908232!16s%2Fg%2F11c733bc6g!19sChIJyVzJ9ybIaS4RuJneHxv0R-0?authuser=0&hl=id&rclk=1,-6.6525968,106.908232
Outbound puncak putra matahari,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.6,70,https://www.google.com/maps/place/Outbound+puncak+putra+matahari/data=!4m7!3m6!1s0x2e69b7da6f5936f5:0xbdd5189411f43288!8m2!3d-6.6530635!4d106.9150865!16s%2Fg%2F11bw5m9j90!19sChIJ9TZZb9q3aS4RiDL0EZQY1b0?authuser=0&hl=id&rclk=1,-6.6530635,106.9150865
Paralayang Tandem FunFly (Paralayang Tandem Puncak),Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.8,26,https://www.google.com/maps/place/Paralayang+Tandem+FunFly+%28Paralayang+Tandem+Puncak%29/data=!4m7!3m6!1s0x2e69b71ef6c7fde3:0xc841b3245c3cd8f4!8m2!3d-6.701742!4d106.9842451!16s%2Fg%2F11rd02jt2n!19sChIJ4_3H9h63aS4R9Ng8XCSzQcg?authuser=0&hl=id&rclk=1,-6.701742,106.9842451
Telaga Warna Resort & Resto,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.1,2199,https://www.google.com/maps/place/Telaga+Warna+Resort+%26+Resto/data=!4m7!3m6!1s0x2e69b741e519255b:0x41ce9d0e9055bdb1!8m2!3d-6.7020028!4d106.995918!16s%2Fg%2F11h1tsms1!19sChIJWyUZ5UG3aS4Rsb1VkA6dzkE?authuser=0&hl=id&rclk=1,-6.7020028,106.995918
PT Spektani Berkah Agro,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,5,10,https://www.google.com/maps/place/PT+Spektani+Berkah+Agro/data=!4m7!3m6!1s0x2e69b59b06aa4bdf:0x3b025210fb4d9bc3!8m2!3d-6.7129007!4d106.9621009!16s%2Fg%2F11rkgq6d22!19sChIJ30uqBpu1aS4Rw5tN-xBSAjs?authuser=0&hl=id&rclk=1,-6.7129007,106.9621009
ATV puncak bogor,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,18,https://www.google.com/maps/place/ATV+puncak+bogor/data=!4m7!3m6!1s0x2e69b5fbb185b377:0x2c33a63b41f26dbd!8m2!3d-6.7059025!4d106.9368356!16s%2Fg%2F11vbnn6n0h!19sChIJd7OFsfu1aS4RvW3yQTumMyw?authuser=0&hl=id&rclk=1,-6.7059025,106.9368356
Air Terjun Kembar,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.5,10,https://www.google.com/maps/place/Air+Terjun+Kembar/data=!4m7!3m6!1s0x2e69b740f3728409:0x11106aaacde1d9bf!8m2!3d-6.6894355!4d106.9753304!16s%2Fg%2F11gk8r869r!19sChIJCYRy80C3aS4Rv9nhzapqEBE?authuser=0&hl=id&rclk=1,-6.6894355,106.9753304
bukit gunder camping ground & kedai kopi,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.7,93,https://www.google.com/maps/place/bukit+gunder+camping+ground+%26+kedai+kopi/data=!4m7!3m6!1s0x2e69b7da9ff7a0d9:0x9be8377fb55d1ff1!8m2!3d-6.6875391!4d106.9666528!16s%2Fg%2F11v3kkdknj!19sChIJ2aD3n9q3aS4R8R9dtX836Js?authuser=0&hl=id&rclk=1,-6.6875391,106.9666528
Camp bukit batu,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.3,10,https://www.google.com/maps/place/Camp+bukit+batu/data=!4m7!3m6!1s0x2e69b73c5facabe7:0xc95dae11a8620b9f!8m2!3d-6.6454411!4d106.9383597!16s%2Fg%2F11qnt148s0!19sChIJ56usXzy3aS4RnwtiqBGuXck?authuser=0&hl=id&rclk=1,-6.6454411,106.9383597
Curug batu gede cisuren,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,602,https://www.google.com/maps/place/Curug+batu+gede+cisuren/data=!4m7!3m6!1s0x2e69b6f2f0b2e953:0xb12c39fce4ae6fbc!8m2!3d-6.6818547!4d106.9687298!16s%2Fg%2F11hbll706z!19sChIJU-my8PK2aS4RvG-u5Pw5LLE?authuser=0&hl=id&rclk=1,-6.6818547,106.9687298
Saung natabuana ᮞᮅᮀ ᮔᮒᮘᮥᮃᮔ,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.5,10,https://www.google.com/maps/place/Saung+natabuana+%E1%AE%9E%E1%AE%85%E1%AE%80+%E1%AE%94%E1%AE%92%E1%AE%98%E1%AE%A5%E1%AE%83%E1%AE%94/data=!4m7!3m6!1s0x2e69b758eac4b075:0x83838f0f9a610b66!8m2!3d-6.662324!4d106.9237808!16s%2Fg%2F11srtx0s4m!19sChIJdbDE6li3aS4RZgthmg-Pg4M?authuser=0&hl=id&rclk=1,-6.662324,106.9237808
Wisata Agro Inkarla,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.5,739,https://www.google.com/maps/place/Wisata+Agro+Inkarla/data=!4m7!3m6!1s0x2e69b3863a1cba63:0x2dad27c1fd7a41bf!8m2!3d-6.7354217!4d107.0113188!16s%2Fg%2F1pzx_y4ft!19sChIJY7ocOoazaS4Rv0F6_cEnrS0?authuser=0&hl=id&rclk=1,-6.7354217,107.0113188
Tempat wisata,Umum,Lainnya,Cisarua,Kabupaten Bogor,,,https://www.google.com/maps/place/Tempat+wisata/data=!4m7!3m6!1s0x2e69b7006ab81137:0x89ad57fe12d18eb3!8m2!3d-6.659435!4d106.914763!16s%2Fg%2F11xmq9w8mb!19sChIJNxG4agC3aS4Rs47REv5XrYk?authuser=0&hl=id&rclk=1,-6.659435,106.914763
Forest Garden Batulayang,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,127,https://www.google.com/maps/place/Forest+Garden+Batulayang/data=!4m7!3m6!1s0x2e69b75edaa9071b:0x229b75a5158c0a17!8m2!3d-6.6698832!4d106.9588554!16s%2Fg%2F11j0yg2zsn!19sChIJGwep2l63aS4RFwqMFaV1myI?authuser=0&hl=id&rclk=1,-6.6698832,106.9588554
"Campverpan Taman Alam Matahari Camping Ground, Campervan",Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.5,67,"https://www.google.com/maps/place/Campverpan+Taman+Alam+Matahari+Camping+Ground,+Campervan/data=!4m7!3m6!1s0x2e69b78e103b84dd:0xbb34d4ef2c52d0f3!8m2!3d-6.6497877!4d106.9443391!16s%2Fg%2F11h92pc28g!19sChIJ3YQ7EI63aS4R89BSLO_UNLs?authuser=0&hl=id&rclk=1",-6.6497877,106.9443391
"Curug Cibogo, TNGGP",Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.4,44,"https://www.google.com/maps/place/Curug+Cibogo,+TNGGP/data=!4m7!3m6!1s0x2e69b5d3201eff4d:0x1faff0f1e20e1123!8m2!3d-6.7244499!4d106.9435747!16s%2Fg%2F11sh69jnsh!19sChIJTf8eINO1aS4RIxEO4vHwrx8?authuser=0&hl=id&rclk=1",-6.7244499,106.9435747
Royal Safari Garden,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.4,14968,https://www.google.com/maps/place/Royal+Safari+Garden/data=!4m7!3m6!1s0x2e69b639463f5b09:0xd981b6c202b94ed7!8m2!3d-6.6795027!4d106.9312482!16s%2Fg%2F1tf915vd!19sChIJCVs_Rjm2aS4R1065AsK2gdk?authuser=0&hl=id&rclk=1,-6.6795027,106.9312482
Bukit Cita-Cita Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.5,819,https://www.google.com/maps/place/Bukit+Cita-Cita+Camping+Ground/data=!4m7!3m6!1s0x2e69b77c2ed27f91:0xf8cdac92fd9cb266!8m2!3d-6.6871206!4d106.9723535!16s%2Fg%2F11ktdhvylq!19sChIJkX_SLny3aS4RZrKc_ZKszfg?authuser=0&hl=id&rclk=1,-6.6871206,106.9723535
Thursina Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.9,43,https://www.google.com/maps/place/Thursina+Camping+Ground/data=!4m7!3m6!1s0x2e69b58c6695037f:0x5e7ad17830a38dcc!8m2!3d-6.7161159!4d106.9448447!16s%2Fg%2F11n_v6650z!19sChIJfwOVZoy1aS4RzI2jMHjRel4?authuser=0&hl=id&rclk=1,-6.7161159,106.9448447
Rumah Sungai Cisarua,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,5,15,https://www.google.com/maps/place/Rumah+Sungai+Cisarua/data=!4m7!3m6!1s0x2e69b7c4b1983357:0x55072a1819133466!8m2!3d-6.6794713!4d106.95024!16s%2Fg%2F11n7l2pj9z!19sChIJVzOYscS3aS4RZjQTGRgqB1U?authuser=0&hl=id&rclk=1,-6.6794713,106.95024
Rungkun Awi,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.9,22,https://www.google.com/maps/place/Rungkun+Awi/data=!4m7!3m6!1s0x2e69b7b67908ad53:0x6bed93109e2976ff!8m2!3d-6.6981988!4d106.9618593!16s%2Fg%2F11h606gl1q!19sChIJU60Ieba3aS4R_3YpnhCT7Ws?authuser=0&hl=id&rclk=1,-6.6981988,106.9618593
Gayatri CAMP gate,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.7,42,https://www.google.com/maps/place/Gayatri+CAMP+gate/data=!4m7!3m6!1s0x2e69b700228900a7:0xff14d064f60df046!8m2!3d-6.70124!4d106.9359026!16s%2Fg%2F11x38hbg08!19sChIJpwCJIgC3aS4RRvAN9mTQFP8?authuser=0&hl=id&rclk=1,-6.70124,106.9359026
Damar Langit Resort,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.6,3404,https://www.google.com/maps/place/Damar+Langit+Resort/data=!4m7!3m6!1s0x2e69b7653b7b79f3:0xdc0497d6be219fd9!8m2!3d-6.6713241!4d106.9541282!16s%2Fg%2F11p5n5tstm!19sChIJ83l7O2W3aS4R2Z8hvtaXBNw?authuser=0&hl=id&rclk=1,-6.6713241,106.9541282
Museum Pabrik Teh WALINI - Perkebunan Teh Gunung Mas,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.4,1056,https://www.google.com/maps/place/Museum+Pabrik+Teh+WALINI+-+Perkebunan+Teh+Gunung+Mas/data=!4m7!3m6!1s0x2e69b42ed46ca27f:0xbe83ebdc5cfd420!8m2!3d-6.709716!4d106.9679603!16s%2Fg%2F11cl_4q43t!19sChIJf6Js1C60aS4RINTPxb0-6As?authuser=0&hl=id&rclk=1,-6.709716,106.9679603
Pintu masuk Agrowisata Gunung mas,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,3.4,21,https://www.google.com/maps/place/Pintu+masuk+Agrowisata+Gunung+mas/data=!4m7!3m6!1s0x2e69b73f2ab2b517:0x34c35a91814f5290!8m2!3d-6.7040308!4d106.9706087!16s%2Fg%2F11j_7rj1p0!19sChIJF7WyKj-3aS4RkFJPgZFawzQ?authuser=0&hl=id&rclk=1,-6.7040308,106.9706087
Strawberry Camp,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.2,54,https://www.google.com/maps/place/Strawberry+Camp/data=!4m7!3m6!1s0x2e69b7b4ff01b435:0x60fa1a2ad18cbcc3!8m2!3d-6.6621!4d106.9390089!16s%2Fg%2F11c1nxfbgq!19sChIJNbQB_7S3aS4Rw7yM0Soa-mA?authuser=0&hl=id&rclk=1,-6.6621,106.9390089
Perkebunan Teh Ciliwung Tugu Utara,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.3,11,https://www.google.com/maps/place/Perkebunan+Teh+Ciliwung+Tugu+Utara/data=!4m7!3m6!1s0x2e69b77593ca3a21:0xa7c58c3e94c3f7d8!8m2!3d-6.6752348!4d106.9858912!16s%2Fg%2F11tfpb0bv4!19sChIJITrKk3W3aS4R2PfDlD6Mxac?authuser=0&hl=id&rclk=1,-6.6752348,106.9858912
Bird Park Royal Safari Garden Resort Cisarua,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.8,189,https://www.google.com/maps/place/Bird+Park+Royal+Safari+Garden+Resort+Cisarua/data=!4m7!3m6!1s0x2e69b7ad0946b35f:0xb8704323777b467a!8m2!3d-6.6767769!4d106.9340632!16s%2Fg%2F11k7whmkt5!19sChIJX7NGCa23aS4RekZ7dyNDcLg?authuser=0&hl=id&rclk=1,-6.6767769,106.9340632
Indonesia Re,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.5,109,https://www.google.com/maps/place/Indonesia+Re/data=!4m7!3m6!1s0x2e69b63239f64955:0x9b692616d5868963!8m2!3d-6.6684156!4d106.9271199!16s%2Fg%2F11bxfltdym!19sChIJVUn2OTK2aS4RY4mG1RYmaZs?authuser=0&hl=id&rclk=1,-6.6684156,106.9271199
Wahana Atraksi Burung,Umum,Lainnya,Cisarua,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Wahana+Atraksi+Burung/data=!4m7!3m6!1s0x2e69b51c5065edab:0x260df43a5f63de00!8m2!3d-6.72186!4d106.9501283!16s%2Fg%2F11mvj5p9kr!19sChIJq-1lUBy1aS4RAN5jXzr0DSY?authuser=0&hl=id&rclk=1,-6.72186,106.9501283
Tempat main dekat vila sanjaya,Umum,Lainnya,Cisarua,Kabupaten Bogor,,,https://www.google.com/maps/place/Tempat+main+dekat+vila+sanjaya/data=!4m7!3m6!1s0x2e69b786c3cf72f7:0xb2dfa57083f90747!8m2!3d-6.682433!4d106.933524!16s%2Fg%2F11syqpvcxf!19sChIJ93LPw4a3aS4RRwf5g3Cl37I?authuser=0&hl=id&rclk=1,-6.682433,106.933524
Tempat Outbound di Puncak,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,,,https://www.google.com/maps/place/Tempat+Outbound+di+Puncak/data=!4m7!3m6!1s0x2e69b70009c81fa3:0x5af7723f16f5edb2!8m2!3d-6.6947501!4d106.9329371!16s%2Fg%2F11xcf3qp06!19sChIJox_ICQC3aS4Rsu31Fj9y91o?authuser=0&hl=id&rclk=1,-6.6947501,106.9329371
Bukit Bintang Cisuren,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.9,14,https://www.google.com/maps/place/Bukit+Bintang+Cisuren/data=!4m7!3m6!1s0x2e69b7003f732dd7:0xfce9c1dcf45dd64b!8m2!3d-6.6779807!4d106.9694476!16s%2Fg%2F11w2k6yydh!19sChIJ1y1zPwC3aS4RS9Zd9NzB6fw?authuser=0&hl=id&rclk=1,-6.6779807,106.9694476
Pondok Pandita Dering2,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.4,23,https://www.google.com/maps/place/Pondok+Pandita+Dering2/data=!4m7!3m6!1s0x2e69c952eb82e547:0xbb2566669f5fd0f3!8m2!3d-6.672479!4d106.910794!16s%2Fg%2F11tp1xlj7r!19sChIJR-WC61LJaS4R89Bfn2ZmJbs?authuser=0&hl=id&rclk=1,-6.672479,106.910794
LEMBAH JAMI,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,5,3,https://www.google.com/maps/place/LEMBAH+JAMI/data=!4m7!3m6!1s0x2e69b70030b4bb75:0xbda860a6ddbc0eea!8m2!3d-6.6767561!4d106.9447012!16s%2Fg%2F11xtdzx1dc!19sChIJdbu0MAC3aS4R6g683aZgqL0?authuser=0&hl=id&rclk=1,-6.6767561,106.9447012
Leuwi Batu Gantung Cilember,Umum,Lainnya,Cisarua,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Leuwi+Batu+Gantung+Cilember/data=!4m7!3m6!1s0x2e69b70006ab59b7:0x5065c9bf7d17fb62!8m2!3d-6.6509023!4d106.9279914!16s%2Fg%2F11ybbx2cgx!19sChIJt1mrBgC3aS4RYvsXfb_JZVA?authuser=0&hl=id&rclk=1,-6.6509023,106.9279914
D'Pojok Camp,Umum,Lainnya,Cisarua,Kabupaten Bogor,5,5,https://www.google.com/maps/place/D%27Pojok+Camp/data=!4m7!3m6!1s0x2e69b7003d201f65:0x5366a2f620feefda!8m2!3d-6.652155!4d106.934275!16s%2Fg%2F11xclkz5v0!19sChIJZR8gPQC3aS4R2u_-IPaiZlM?authuser=0&hl=id&rclk=1,-6.652155,106.934275
Djiwaloe camp,Umum,Lainnya,Cisarua,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Djiwaloe+camp/data=!4m7!3m6!1s0x2e69b70030e610f7:0x2c7ca1f700990ad7!8m2!3d-6.6799489!4d106.9322873!16s%2Fg%2F11w4dtddb1!19sChIJ9xDmMAC3aS4R1wqZAPehfCw?authuser=0&hl=id&rclk=1,-6.6799489,106.9322873
Bukit Citamiang Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.6,207,https://www.google.com/maps/place/Bukit+Citamiang+Camping+Ground/data=!4m7!3m6!1s0x2e69b7388ad9e0e3:0x71d8f3415103ed73!8m2!3d-6.6461221!4d106.9394367!16s%2Fg%2F11j4jz9r_8!19sChIJ4-DZiji3aS4Rc-0DUUHz2HE?authuser=0&hl=id&rclk=1,-6.6461221,106.9394367
Camping Gayatri Mountain adventure,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.5,2160,https://www.google.com/maps/place/Camping+Gayatri+Mountain+adventure/data=!4m7!3m6!1s0x2e69b75f393d820d:0xf144ce4c1200a13a!8m2!3d-6.7014298!4d106.9359908!16s%2Fg%2F11h235vytg!19sChIJDYI9OV-3aS4ROqEAEkzORPE?authuser=0&hl=id&rclk=1,-6.7014298,106.9359908
Highland Indonesia - Curug Panjang,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,226,https://www.google.com/maps/place/Highland+Indonesia+-+Curug+Panjang/data=!4m7!3m6!1s0x2e69c8245d2d3081:0xc33f40938f7ce30!8m2!3d-6.6490096!4d106.9450673!16s%2Fg%2F1q5bl0tjk!19sChIJgTAtXSTIaS4RMM73OAn0Mww?authuser=0&hl=id&rclk=1,-6.6490096,106.9450673
The Batulayang Glamping Ground - Curug Kembar,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.5,131,https://www.google.com/maps/place/The+Batulayang+Glamping+Ground+-+Curug+Kembar/data=!4m7!3m6!1s0x2e69b7d172fda665:0xceffed071764b470!8m2!3d-6.6707106!4d106.9590973!16s%2Fg%2F11jq6_5sh0!19sChIJZab9ctG3aS4RcLRkFwft_84?authuser=0&hl=id&rclk=1,-6.6707106,106.9590973
Alam Walker Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.5,2,https://www.google.com/maps/place/Alam+Walker+Camping+Ground/data=!4m7!3m6!1s0x2e69b5db76d25827:0x351d3885f2f0b59e!8m2!3d-6.7159275!4d106.9433249!16s%2Fg%2F11v3s3yfpr!19sChIJJ1jSdtu1aS4RnrXw8oU4HTU?authuser=0&hl=id&rclk=1,-6.7159275,106.9433249
Camff vink grond,Umum,Lainnya,Cisarua,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Camff+vink+grond/data=!4m7!3m6!1s0x2e69b795806fdad1:0xb18c7d182ae1ccef!8m2!3d-6.6836774!4d106.9639032!16s%2Fg%2F11kqny7j13!19sChIJ0dpvgJW3aS4R78zhKhh9jLE?authuser=0&hl=id&rclk=1,-6.6836774,106.9639032
The Forest @cisarua,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4,804,https://www.google.com/maps/place/The+Forest+@cisarua/data=!4m7!3m6!1s0x2e69b629a206836f:0x54a50a3239bfc35d!8m2!3d-6.671375!4d106.9147906!16s%2Fg%2F11gbk4kjsh!19sChIJb4MGoim2aS4RXcO_OTIKpVQ?authuser=0&hl=id&rclk=1,-6.671375,106.9147906
Lembah Citeko Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,5,8,https://www.google.com/maps/place/Lembah+Citeko+Camping+Ground/data=!4m7!3m6!1s0x2e69b5006d130549:0xb97d62596e67f6cf!8m2!3d-6.7058013!4d106.9355861!16s%2Fg%2F11y5cjknt4!19sChIJSQUTbQC1aS4Rz_Znbllifbk?authuser=0&hl=id&rclk=1,-6.7058013,106.9355861
wisata,Umum,Lainnya,Cisarua,Kabupaten Bogor,,,https://www.google.com/maps/place/wisata/data=!4m7!3m6!1s0x2e69b7001c3b1e61:0xeed495d9905cf2f9!8m2!3d-6.6621456!4d106.9183465!16s%2Fg%2F11wxgmcnk1!19sChIJYR47HAC3aS4R-fJckNmV1O4?authuser=0&hl=id&rclk=1,-6.6621456,106.9183465
Kampoeng Riyadhoh Ciseeng,Budaya,Wisata Budaya & Edukasi,Ciseeng,Kabupaten Bogor,4.5,31,https://www.google.com/maps/place/Kampoeng+Riyadhoh+Ciseeng/data=!4m7!3m6!1s0x2e69e79ab45748cd:0x92731e7d6f284da3!8m2!3d-6.4571885!4d106.686836!16s%2Fg%2F11f105b37z!19sChIJzUhXtJrnaS4Ro00ob30ec5I?authuser=0&hl=id&rclk=1,-6.4571885,106.686836
Gunung Peyek,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4,974,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,-6.4298752,106.7000962
Taman Wisata Wana Griya,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.2,1453,https://www.google.com/maps/place/Taman+Wisata+Wana+Griya/data=!4m7!3m6!1s0x2e69e7b6b62b89a3:0xdda37dbf609259a8!8m2!3d-6.4217485!4d106.6921474!16s%2Fg%2F11f6g4lpvs!19sChIJo4krtrbnaS4RqFmSYL99o90?authuser=0&hl=id&rclk=1,-6.4217485,106.6921474
Pelita Desa,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.5,3336,https://www.google.com/maps/place/Pelita+Desa/data=!4m7!3m6!1s0x2e69c4ed49503803:0xaf5405151a84cf72!8m2!3d-6.4710976!4d106.6702516!16s%2Fg%2F11b6lk5j92!19sChIJAzhQSe3EaS4Rcs-EGhUFVK8?authuser=0&hl=id&rclk=1,-6.4710976,106.6702516
Taman Kopses Ciseeng (TKC),Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,3.9,334,https://www.google.com/maps/place/Taman+Kopses+Ciseeng+%28TKC%29/data=!4m7!3m6!1s0x2e69e75c41ec2a35:0x67e211a8fce9834e!8m2!3d-6.4407104!4d106.6651933!16s%2Fg%2F11f647p4t7!19sChIJNSrsQVznaS4RToPp_KgR4mc?authuser=0&hl=id&rclk=1,-6.4407104,106.6651933
Tirta Sanita,Umum,Lainnya,Ciseeng,Kabupaten Bogor,3.7,4650,https://www.google.com/maps/place/Tirta+Sanita/data=!4m7!3m6!1s0x2e69e7d6aaaaaaab:0xb23c6912c3a81fef!8m2!3d-6.4309076!4d106.6956225!16s%2Fg%2F11b7wndn1w!19sChIJq6qqqtbnaS4R7x-owxJpPLI?authuser=0&hl=id&rclk=1,-6.4309076,106.6956225
Taman Cas Cis Cus,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.3,227,https://www.google.com/maps/place/Taman+Cas+Cis+Cus/data=!4m7!3m6!1s0x2e69e7be1610ba1b:0xa33ff4b7def238fe!8m2!3d-6.4463717!4d106.6842822!16s%2Fg%2F11h7b9fxp8!19sChIJG7oQFr7naS4R_jjy3rf0P6M?authuser=0&hl=id&rclk=1,-6.4463717,106.6842822
WANA GRIYA / Garuda Waterland agency,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.1,5347,https://www.google.com/maps/place/WANA+GRIYA+%2F+Garuda+Waterland+agency/data=!4m7!3m6!1s0x2e69e64c2ccaeb75:0x46f1e3ae153988db!8m2!3d-6.4210306!4d106.692509!16s%2Fg%2F11d__l6kpb!19sChIJdevKLEzmaS4R24g5Fa7j8UY?authuser=0&hl=id&rclk=1,-6.4210306,106.692509
Kampung Pelangi Waterpark Reborn,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,3.9,496,https://www.google.com/maps/place/Kampung+Pelangi+Waterpark+Reborn/data=!4m7!3m6!1s0x2e69e7f7f33e8711:0x8ab0c8906fa147f3!8m2!3d-6.464047!4d106.7110114!16s%2Fg%2F11bz_0k70p!19sChIJEYc-8_fnaS4R80ehb5DIsIo?authuser=0&hl=id&rclk=1,-6.464047,106.7110114
Telaga Rusa Outbound,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.6,114,https://www.google.com/maps/place/Telaga+Rusa+Outbound/data=!4m7!3m6!1s0x2e69e7608b09227b:0x953e823598b72096!8m2!3d-6.4416845!4d106.6810988!16s%2Fg%2F11fhhw2684!19sChIJeyIJi2DnaS4RliC3mDWCPpU?authuser=0&hl=id&rclk=1,-6.4416845,106.6810988
Curug Cibentang,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.4,72,https://www.google.com/maps/place/Curug+Cibentang/data=!4m7!3m6!1s0x2e69e71abfe915fd:0xdee56bed6e148ba3!8m2!3d-6.4391225!4d106.6696054!16s%2Fg%2F11h_xc05kh!19sChIJ_RXpvxrnaS4Ro4sUbu1r5d4?authuser=0&hl=id&rclk=1,-6.4391225,106.6696054
